instrument_id,topic,article_id
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-003,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-004,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-005,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-006,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-007,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-008,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-009,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-010,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-011,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-012,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-013,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-014,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-015,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-001,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-002,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-003,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-004,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-005,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-006,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-007,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-008,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-009,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-010,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-011,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-012,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-013,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-014,,
instr-sources-of-international-law-1,,
instr-sources-of-international-law-10,,
instr-sources-of-international-law-2,,
instr-sources-of-international-law-3,,
instr-sources-of-international-law-4,,
instr-sources-of-international-law-5,,
instr-sources-of-international-law-6,,
instr-sources-of-international-law-7,,
instr-sources-of-international-law-8,,
instr-sources-of-international-law-9,,
instr-sovereignty-jurisdiction-non-intervention-1,,
instr-sovereignty-jurisdiction-non-intervention-10,,
instr-sovereignty-jurisdiction-non-intervention-11,,
instr-sovereignty-jurisdiction-non-intervention-12,,
instr-sovereignty-jurisdiction-non-intervention-13,,
instr-sovereignty-jurisdiction-non-intervention-2,,
instr-sovereignty-jurisdiction-non-intervention-3,,
instr-sovereignty-jurisdiction-non-intervention-4,,
instr-sovereignty-jurisdiction-non-intervention-5,,
instr-sovereignty-jurisdiction-non-intervention-6,,
instr-sovereignty-jurisdiction-non-intervention-7,,
instr-sovereignty-jurisdiction-non-intervention-8,,
instr-sovereignty-jurisdiction-non-intervention-9,,
instr-state-immunity-diplomatic-immunity-official-functions-1,,
instr-state-immunity-diplomatic-immunity-official-functions-10,,
instr-state-immunity-diplomatic-immunity-official-functions-11,,
instr-state-immunity-diplomatic-immunity-official-functions-12,,
instr-state-immunity-diplomatic-immunity-official-functions-13,,
instr-state-immunity-diplomatic-immunity-official-functions-14,,
instr-state-immunity-diplomatic-immunity-official-functions-15,,
instr-state-immunity-diplomatic-immunity-official-functions-16,,
instr-state-immunity-diplomatic-immunity-official-functions-17,,
instr-state-immunity-diplomatic-immunity-official-functions-18,,
instr-state-immunity-diplomatic-immunity-official-functions-19,,
instr-state-immunity-diplomatic-immunity-official-functions-2,,
instr-state-immunity-diplomatic-immunity-official-functions-20,,
instr-state-immunity-diplomatic-immunity-official-functions-3,,
instr-state-immunity-diplomatic-immunity-official-functions-4,,
instr-state-immunity-diplomatic-immunity-official-functions-5,,
instr-state-immunity-diplomatic-immunity-official-functions-6,,
instr-state-immunity-diplomatic-immunity-official-functions-7,,
instr-state-immunity-diplomatic-immunity-official-functions-8,,
instr-state-immunity-diplomatic-immunity-official-functions-9,,
instr-state-responsibility-1,,
instr-state-responsibility-10,,
instr-state-responsibility-11,,
instr-state-responsibility-12,,
instr-state-responsibility-2,,
instr-state-responsibility-3,,
instr-state-responsibility-4,,
instr-state-responsibility-5,,
instr-state-responsibility-6,,
instr-state-responsibility-7,,
instr-state-responsibility-8,,
instr-state-responsibility-9,,
instr-statehood-recognition-legal-personality-1,,
instr-statehood-recognition-legal-personality-10,,
instr-statehood-recognition-legal-personality-11,,
instr-statehood-recognition-legal-personality-12,,
instr-statehood-recognition-legal-personality-13,,
instr-statehood-recognition-legal-personality-14,,
instr-statehood-recognition-legal-personality-2,,
instr-statehood-recognition-legal-personality-3,,
instr-statehood-recognition-legal-personality-4,,
instr-statehood-recognition-legal-personality-5,,
instr-statehood-recognition-legal-personality-6,,
instr-statehood-recognition-legal-personality-7,,
instr-statehood-recognition-legal-personality-8,,
instr-statehood-recognition-legal-personality-9,,
instr-territory-borders-boundary-disputes-1,,
instr-territory-borders-boundary-disputes-10,,
instr-territory-borders-boundary-disputes-11,,
instr-territory-borders-boundary-disputes-12,,
instr-territory-borders-boundary-disputes-13,,
instr-territory-borders-boundary-disputes-14,,
instr-territory-borders-boundary-disputes-15,,
instr-territory-borders-boundary-disputes-2,,
instr-territory-borders-boundary-disputes-3,,
instr-territory-borders-boundary-disputes-4,,
instr-territory-borders-boundary-disputes-5,,
instr-territory-borders-boundary-disputes-6,,
instr-territory-borders-boundary-disputes-7,,
instr-territory-borders-boundary-disputes-8,,
instr-territory-borders-boundary-disputes-9,,
instr-treaty-law-1,,
instr-treaty-law-2,,
instr-treaty-law-3,,
instr-treaty-law-4,,
instr-treaty-law-5,,
instr-treaty-law-6,,
instr-treaty-law-7,,
instr-united-nations-collective-security-1,,
instr-united-nations-collective-security-10,,
instr-united-nations-collective-security-11,,
instr-united-nations-collective-security-12,,
instr-united-nations-collective-security-13,,
instr-united-nations-collective-security-14,,
instr-united-nations-collective-security-15,,
instr-united-nations-collective-security-16,,
instr-united-nations-collective-security-17,,
instr-united-nations-collective-security-18,,
instr-united-nations-collective-security-19,,
instr-united-nations-collective-security-2,,
instr-united-nations-collective-security-20,,
instr-united-nations-collective-security-21,,
instr-united-nations-collective-security-22,,
instr-united-nations-collective-security-23,,
instr-united-nations-collective-security-3,,
instr-united-nations-collective-security-4,,
instr-united-nations-collective-security-5,,
instr-united-nations-collective-security-6,,
instr-united-nations-collective-security-7,,
instr-united-nations-collective-security-8,,
instr-united-nations-collective-security-9,,
instr-westphalian-system-state-sovereignty-1,,
instr-westphalian-system-state-sovereignty-10,,
instr-westphalian-system-state-sovereignty-11,,
instr-westphalian-system-state-sovereignty-2,,
instr-westphalian-system-state-sovereignty-3,,
instr-westphalian-system-state-sovereignty-4,,
instr-westphalian-system-state-sovereignty-5,,
instr-westphalian-system-state-sovereignty-6,,
instr-westphalian-system-state-sovereignty-7,,
instr-westphalian-system-state-sovereignty-8,,
instr-westphalian-system-state-sovereignty-9,,
un_charter,UN Charter and judicial settlement,
icj_statute,ICJ Statute,
icj_rules_of_court,ICJ procedure,
icj_court_overview,ICJ authority,
icj_contentious_jurisdiction,Contentious jurisdiction,
icj_advisory_jurisdiction,Advisory jurisdiction,
nicaragua_1986,Use of force and customary international law,
bosnia_genocide_2007,Genocide and state responsibility,
wall_2004,Occupation and self-determination,
kosovo_2010,Contested statehood,
chagos_2019,Decolonization and self-determination,
gambia_myanmar_2019,Genocide Convention litigation,
opt_2024,Occupation and third-state obligations,
south_africa_israel_2023,Genocide Convention and provisional measures,
north_sea_1969,ICJ authority,
qatar_bahrain_2001,ICJ authority,
cameroon_nigeria_2002,ICJ authority,
io_un_charter,international organizations,
io_un_charter_chapter_ix,international organizations,
io_un_charter_article_57,international organizations,
io_un_charter_article_63,international organizations,
io_reparation_for_injuries,international organizations,
io_effect_of_awards,international organizations,
io_who_constitution,international organizations,
io_ilo_constitution,international organizations,
io_wto_agreement,international organizations,
io_imf_articles,international organizations,
io_world_bank_ibrd_articles,international organizations,
io_privileges_immunities_un,international organizations,
io_privileges_immunities_specialized,international organizations,
io_ario_2011,international organizations,
io_icj_who_nuclear_weapons,international organizations,
un-charter-chapter-viii,international law,
un-charter-chapter-viii,regional organizations,
un-charter-chapter-viii,regional courts,
un-charter-chapter-viii,legal pluralism,
un-charter-chapter-viii,global governance,
un-charter-article-52,international law,
un-charter-article-52,regional organizations,
un-charter-article-52,regional courts,
un-charter-article-52,legal pluralism,
un-charter-article-52,global governance,
un-charter-article-53,international law,
un-charter-article-53,regional organizations,
un-charter-article-53,regional courts,
un-charter-article-53,legal pluralism,
un-charter-article-53,global governance,
un-charter-article-54,international law,
un-charter-article-54,regional organizations,
un-charter-article-54,regional courts,
un-charter-article-54,legal pluralism,
un-charter-article-54,global governance,
echr-convention,international law,
echr-convention,regional organizations,
echr-convention,regional courts,
echr-convention,legal pluralism,
echr-convention,global governance,
echr-court-overview,international law,
echr-court-overview,regional organizations,
echr-court-overview,regional courts,
echr-court-overview,legal pluralism,
echr-court-overview,global governance,
cjeu-court-overview,international law,
cjeu-court-overview,regional organizations,
cjeu-court-overview,regional courts,
cjeu-court-overview,legal pluralism,
cjeu-court-overview,global governance,
oas-charter,international law,
oas-charter,regional organizations,
oas-charter,regional courts,
oas-charter,legal pluralism,
oas-charter,global governance,
american-convention-human-rights,international law,
american-convention-human-rights,regional organizations,
american-convention-human-rights,regional courts,
american-convention-human-rights,legal pluralism,
american-convention-human-rights,global governance,
iacthr-court-overview,international law,
iacthr-court-overview,regional organizations,
iacthr-court-overview,regional courts,
iacthr-court-overview,legal pluralism,
iacthr-court-overview,global governance,
african-charter-human-peoples-rights,international law,
african-charter-human-peoples-rights,regional organizations,
african-charter-human-peoples-rights,regional courts,
african-charter-human-peoples-rights,legal pluralism,
african-charter-human-peoples-rights,global governance,
african-court-protocol,international law,
african-court-protocol,regional organizations,
african-court-protocol,regional courts,
african-court-protocol,legal pluralism,
african-court-protocol,global governance,
african-court-overview,international law,
african-court-overview,regional organizations,
african-court-overview,regional courts,
african-court-overview,legal pluralism,
african-court-overview,global governance,
ecowas-revised-treaty,international law,
ecowas-revised-treaty,regional organizations,
ecowas-revised-treaty,regional courts,
ecowas-revised-treaty,legal pluralism,
ecowas-revised-treaty,global governance,
ecowas-court-overview,international law,
ecowas-court-overview,regional organizations,
ecowas-court-overview,regional courts,
ecowas-court-overview,legal pluralism,
ecowas-court-overview,global governance,
asean-charter,international law,
asean-charter,regional organizations,
asean-charter,regional courts,
asean-charter,legal pluralism,
asean-charter,global governance,
au-constitutive-act,international law,
au-constitutive-act,regional organizations,
au-constitutive-act,regional courts,
au-constitutive-act,legal pluralism,
au-constitutive-act,global governance,
international-arbitration-peaceful-settlement-disputes-arbitration,international arbitration,
international-arbitration-peaceful-settlement-disputes-peaceful-settlement,peaceful settlement of disputes,
international-arbitration-peaceful-settlement-disputes-pca,Permanent Court of Arbitration,
international-arbitration-peaceful-settlement-disputes-unclos-annex-vii,UNCLOS Annex VII arbitration,
international-arbitration-peaceful-settlement-disputes-new-york-convention,recognition and enforcement of arbitral awards,
international-arbitration-peaceful-settlement-disputes-icsid,ICSID and investor-state arbitration,
international-arbitration-peaceful-settlement-disputes-uncitral,UNCITRAL arbitration rules,
international-arbitration-peaceful-settlement-disputes-legitimacy,"transparency, public interest, and Global South critique",
compliance-enforcement-limits-international-adjudication-ps001,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps001,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps001,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps002,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps002,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps002,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps003,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps003,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps003,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps004,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps004,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps004,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps005,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps005,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps005,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps006,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps006,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps006,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps007,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps007,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps007,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps008,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps008,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps008,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps009,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps009,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps009,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps010,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps010,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps010,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps011,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps011,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps011,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps012,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps012,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps012,international adjudication,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps013,compliance,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps013,enforcement,compliance-enforcement-limits-international-adjudication
compliance-enforcement-limits-international-adjudication-ps013,international adjudication,compliance-enforcement-limits-international-adjudication
