instrument_id,instrument_title,instrument_type,institution,year,url,article_id,notes
instr-law-of-the-sea-unclos-11,,case,,,https://pca-cpa.org/en/cases/7/,,
instr-law-of-the-sea-unclos-12,,case,,,https://legal.un.org/riaa/cases/vol_XXXIII/153-617.pdf,,
instr-law-of-the-sea-unclos-5,,case,,,https://www.itlos.org/en/main/the-tribunal/the-tribunal/,,
instr-law-of-the-sea-unclos-4,,case,,,https://www.itlos.org/en/main/the-tribunal/unclos/,,
instr-law-of-the-sea-unclos-1,,treaty,,,https://www.un.org/depts/los/convention_agreements/texts/unclos/unclos_e.pdf,,
instr-law-of-the-sea-unclos-2,,treaty,,,https://treaties.un.org/pages/ViewDetailsIII.aspx?src=TREATY&mtdsg_no=XXI-6&chapter=21&Temp=mtdsg3&clang=_en,,
instr-public-vs-private-international-law-5,,other,,,https://www.hcch.net/en/about,,
instr-public-vs-private-international-law-3,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-public-vs-private-international-law-6,,treaty,,,https://www.hcch.net/en/instruments/conventions,,
instr-public-vs-private-international-law-9,,treaty,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=98,,
instr-public-vs-private-international-law-4,,other,,,https://www.hcch.net/en/home,,
instr-public-vs-private-international-law-10,,treaty,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=137,,
instr-public-vs-private-international-law-8,,treaty,,,https://assets.hcch.net/docs/f4520725-8cbd-4c71-b402-5aae1994d14c.pdf,,
instr-public-vs-private-international-law-7,,treaty,,,https://www.hcch.net/en/instruments/conventions/full-text/?cid=17,,
instr-public-vs-private-international-law-14,,case,,,https://iccwbo.org/dispute-resolution/dispute-resolution-services/arbitration/,,
instr-public-vs-private-international-law-13,,case,,,https://iccwbo.org/dispute-resolution/dispute-resolution-services/icc-international-court-of-arbitration/,,
instr-public-vs-private-international-law-12,,treaty,,,https://icsid.worldbank.org/rules-regulations/convention,,
instr-public-vs-private-international-law-11,,treaty,,,https://icsid.worldbank.org/resources/rules-and-regulations/convention/overview,,
instr-public-vs-private-international-law-1,,treaty,,,https://www.icj-cij.org/statute,,
instr-public-vs-private-international-law-2,,treaty,,,https://www.un.org/en/about-us/un-charter/statute-of-the-international-court-of-justice,,
instr-reservations-interpretation-validity-4,,case,,,https://www.icj-cij.org/node/103749,,
instr-reservations-interpretation-validity-9,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_14_2022.pdf,,
instr-reservations-interpretation-validity-7,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_11_2018.pdf,,
instr-reservations-interpretation-validity-8,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/1_11_2018.pdf,,
instr-reservations-interpretation-validity-5,,report,,,https://legal.un.org/ilc/texts/1_8.shtml,,
instr-reservations-interpretation-validity-6,,report,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_8_2011.pdf,,
instr-reservations-interpretation-validity-3,,treaty,,,https://www.icj-cij.org/case/12,,
instr-reservations-interpretation-validity-10,,treaty,,,https://legal.un.org/avl/ha/vclt/vclt.html,,
instr-reservations-interpretation-validity-1,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/1_1_1969.pdf,,
instr-reservations-interpretation-validity-2,,treaty,,,https://treaties.un.org/pages/ViewDetails.aspx?chapter=23&clang=_en&mtdsg_no=XXIII-1&src=TREATY,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-005,,case,,,https://www.icj-cij.org/case/141,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-006,,case,,,https://www.icj-cij.org/node/101885,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-015,,case,,,https://www.icj-cij.org/case/169,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-003,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-014,,case,,,https://www.icj-cij.org/case/84,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-004,,resolution,,,https://docs.un.org/en/a/res/2625%28xxv%29,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-013,,resolution,,,https://digitallibrary.un.org/record/192054?ln=en,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-009,,resolution,,,https://docs.un.org/en/A/RES/67/19,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-001,,treaty,,,https://treaties.un.org/pages/showdetails.aspx?objid=0800000280166aef,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-002,,treaty,,,https://avalon.law.yale.edu/20th_century/intam03.asp,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-008,,other,,,https://www.un.org/en/about-us/non-member-states,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-007,,resolution,,,https://docs.un.org/en/S/RES/1244%281999%29,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-010,,resolution,,,https://docs.un.org/en/S/RES/541%281983%29,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-011,,resolution,,,https://docs.un.org/en/S/RES/550%281984%29,,
instr-secession-recognition-contested-statehood-secession-recognition-contested-statehood-primary-012,,other,,,https://www.un.org/en/about-us/member-states/south-sudan,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-010,,case,,,https://www.icj-cij.org/case/169,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-001,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-002,,resolution,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/declaration-granting-independence-colonial-countries-and-peoples,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-009,,case,,,https://www.icj-cij.org/case/84,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-005,,resolution,,,https://docs.un.org/en/a/res/2625%28xxv%29,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-003,,treaty,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-civil-and-political-rights,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-004,,treaty,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/international-covenant-economic-social-and-cultural-rights,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-011,,case,,,https://www.icj-cij.org/case/141,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-008,,case,,,https://www.icj-cij.org/case/53,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-014,,other,,,https://www.un.org/dppa/decolonization/en/nsgt,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-012,,case,,,https://www.icj-cij.org/case/186,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-006,,other,,,https://www.ohchr.org/en/instruments-mechanisms/instruments/general-assembly-resolution-1803-xvii-14-december-1962-permanent,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-013,,resolution,,,https://www.ohchr.org/en/indigenous-peoples/un-declaration-rights-indigenous-peoples,,
instr-self-determination-decolonization-rights-of-peoples-self-determination-decolonization-rights-of-peoples-primary-007,,case,,,https://www.icj-cij.org/case/61,,
instr-sources-of-international-law-2,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-sources-of-international-law-9,,report,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/9_6_2001.pdf,,
instr-sources-of-international-law-5,,report,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_13_2018.pdf,,
instr-sources-of-international-law-6,,report,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/1_13_2018.pdf,,
instr-sources-of-international-law-8,,report,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_14_2022.pdf,,
instr-sources-of-international-law-7,,report,,,https://legal.un.org/ilc/reports/2023/english/chp4.pdf,,
instr-sources-of-international-law-4,,report,,,https://legal.un.org/ilc/guide/1_13.shtml,,
instr-sources-of-international-law-1,,treaty,,,https://www.icj-cij.org/statute,,
instr-sources-of-international-law-10,,other,,,https://legal.un.org/avl/,,
instr-sources-of-international-law-3,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/1_1_1969.pdf,,
instr-sovereignty-jurisdiction-non-intervention-5,,resolution,,,https://treaties.un.org/doc/source/docs/A_RES_2625-Eng.pdf,,
instr-sovereignty-jurisdiction-non-intervention-3,,other,,,https://legal.un.org/repertory/art2/english/rep_supp7_vol1_art2_4.pdf,,
instr-sovereignty-jurisdiction-non-intervention-2,,other,,,https://legal.un.org/repertory/art2.shtml,,
instr-sovereignty-jurisdiction-non-intervention-1,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-sovereignty-jurisdiction-non-intervention-4,,resolution,,,https://docs.un.org/en/a/res/2625%28xxv%29,,
instr-sovereignty-jurisdiction-non-intervention-13,,resolution,,,https://www.un.org/unispal/document/ga-10th-ess-resolution-18sep24/,,
instr-sovereignty-jurisdiction-non-intervention-10,,case,,,https://www.icj-cij.org/node/103143,,
instr-sovereignty-jurisdiction-non-intervention-11,,case,,,https://www.icj-cij.org/case/186,,
instr-sovereignty-jurisdiction-non-intervention-8,,case,,,https://www.icj-cij.org/case/70,,
instr-sovereignty-jurisdiction-non-intervention-12,,case,,,https://docs.un.org/en/A/RES/ES-10/24,,
instr-sovereignty-jurisdiction-non-intervention-9,,case,,,https://www.icj-cij.org/node/103876,,
instr-sovereignty-jurisdiction-non-intervention-6,,case,,,https://www.icj-cij.org/pcij-series-a,,
instr-sovereignty-jurisdiction-non-intervention-7,,case,,,https://www.icj-cij.org/node/105989,,
instr-state-immunity-diplomatic-immunity-official-functions-11,,case,,,https://www.icj-cij.org/case/121,,
instr-state-immunity-diplomatic-immunity-official-functions-12,,case,,,https://www.icj-cij.org/case/121/judgments,,
instr-state-immunity-diplomatic-immunity-official-functions-15,,case,,,https://www.icj-cij.org/case/164,,
instr-state-immunity-diplomatic-immunity-official-functions-8,,treaty,,,https://legal.un.org/avl/ha/cppcipp/cppcipp.html,,
instr-state-immunity-diplomatic-immunity-official-functions-7,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_4_1973.pdf,,
instr-state-immunity-diplomatic-immunity-official-functions-18,,report,,,https://legal.un.org/ilc/summaries/4_2.shtml,,
instr-state-immunity-diplomatic-immunity-official-functions-19,,report,,,https://legal.un.org/ilc/guide/4_2.shtml,,
instr-state-immunity-diplomatic-immunity-official-functions-20,,report,,,https://legal.un.org/ilc/reports/2022/english/chp6.pdf,,
instr-state-immunity-diplomatic-immunity-official-functions-17,,other,,,https://www.ohchr.org/en/press-releases/2024/04/israel-and-iran-must-de-escalate-conflict-protect-human-rights-warn-un,,
instr-state-immunity-diplomatic-immunity-official-functions-13,,case,,,https://www.icj-cij.org/case/143,,
instr-state-immunity-diplomatic-immunity-official-functions-14,,case,,,https://www.icj-cij.org/case/143/judgments,,
instr-state-immunity-diplomatic-immunity-official-functions-16,,other,,,https://www.un.org/sg/en/content/sg/statements/2024-04-02/statement-attributable-the-spokesperson-for-the-secretary-general-the-attack-diplomatic-premises-of-the-islamic-republic-of-iran-damascus,,
instr-state-immunity-diplomatic-immunity-official-functions-4,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/4_1_2004.pdf,,
instr-state-immunity-diplomatic-immunity-official-functions-5,,treaty,,,https://legal.un.org/avl/ha/cjistp/cjistp.html,,
instr-state-immunity-diplomatic-immunity-official-functions-6,,treaty,,,https://treaties.un.org/pages/ViewDetails.aspx?chapter=3&clang=_en&mtdsg_no=III-13&src=IND,,
instr-state-immunity-diplomatic-immunity-official-functions-9,,case,,,https://www.icj-cij.org/case/64,,
instr-state-immunity-diplomatic-immunity-official-functions-10,,case,,,https://www.icj-cij.org/case/64/judgments,,
instr-state-immunity-diplomatic-immunity-official-functions-3,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_2_1963.pdf,,
instr-state-immunity-diplomatic-immunity-official-functions-1,,treaty,,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_1_1961.pdf,,
instr-state-immunity-diplomatic-immunity-official-functions-2,,treaty,,,https://legal.un.org/avl/ha/vcdr/vcdr.html,,
instr-state-responsibility-9,,treaty,,,https://www.icj-cij.org/case/91,,
instr-state-responsibility-11,,treaty,,,https://www.icj-cij.org/case/192,,
instr-state-responsibility-1,,other,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/9_6_2001.pdf,,
instr-state-responsibility-4,,other,,,https://legal.un.org/avl/ha/rsiwa/rsiwa.html,,
instr-state-responsibility-6,,case,,,https://www.icj-cij.org/case/1,,
instr-state-responsibility-2,,report,,,https://legal.un.org/ilc/texts/instruments/english/commentaries/9_6_2001.pdf,,
instr-state-responsibility-12,,report,,,https://legal.un.org/ilc/texts/instruments/english/draft_articles/1_14_2022.pdf,,
instr-state-responsibility-5,,case,,,https://www.icj-cij.org/pcij-series-a,,
instr-state-responsibility-8,,treaty,,,https://www.icj-cij.org/case/92,,
instr-state-responsibility-10,,case,,,https://www.icj-cij.org/case/186,,
instr-state-responsibility-7,,case,,,https://www.icj-cij.org/case/70,,
instr-state-responsibility-3,,resolution,,,https://docs.un.org/en/A/RES/56/83,,
instr-statehood-recognition-legal-personality-9,,case,,,https://www.icj-cij.org/case/141,,
instr-statehood-recognition-legal-personality-13,,resolution,,,https://www.un.org/unispal/document/admission-of-new-members-10may24/,,
instr-statehood-recognition-legal-personality-3,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-statehood-recognition-legal-personality-1,,treaty,,,https://www.oas.org/juridico/english/sigs/a-40.html,,
instr-statehood-recognition-legal-personality-14,,resolution,,,https://www.un.org/unispal/document/recommendation-to-the-general-assembly-that-the-state-of-palestine-be-admitted-to-membership-in-the-united-nations-draft-resolution-s-2024-312/,,
instr-statehood-recognition-legal-personality-2,,treaty,,,https://treaties.un.org/pages/showdetails.aspx?objid=0800000280166aef,,
instr-statehood-recognition-legal-personality-11,,other,,,https://research.un.org/en/unmembers/observers,,
instr-statehood-recognition-legal-personality-12,,other,,,https://www.un.org/en/about-us/non-member-states,,
instr-statehood-recognition-legal-personality-8,,case,,,https://www.icj-cij.org/case/4,,
instr-statehood-recognition-legal-personality-6,,other,,,https://legal.un.org/repertory/art2.shtml,,
instr-statehood-recognition-legal-personality-7,,other,,,https://legal.un.org/repertory/art4.shtml,,
instr-statehood-recognition-legal-personality-10,,resolution,,,https://docs.un.org/en/a/res/67/19,,
instr-statehood-recognition-legal-personality-4,,treaty,,,https://www.un.org/en/about-us/un-charter/chapter-1,,
instr-statehood-recognition-legal-personality-5,,treaty,,,https://www.un.org/en/about-us/un-charter/chapter-2,,
instr-territory-borders-boundary-disputes-1,,treaty,,,https://www.un.org/en/about-us/un-charter/full-text,,
instr-territory-borders-boundary-disputes-12,,treaty,,,https://www.icj-cij.org/case/133,,
instr-territory-borders-boundary-disputes-13,,case,,,https://www.icj-cij.org/node/101970,,
instr-territory-borders-boundary-disputes-4,,case,,,https://www.icj-cij.org/case/69,,
instr-territory-borders-boundary-disputes-5,,case,,,https://www.icj-cij.org/node/100989,,
instr-territory-borders-boundary-disputes-3,,case,,,https://pca-cpa.org/en/cases/94/,,
instr-territory-borders-boundary-disputes-2,,case,,,https://legal.un.org/riaa/cases/vol_ii/829-871.pdf,,
instr-territory-borders-boundary-disputes-9,,case,,,https://www.icj-cij.org/node/101534,,
instr-territory-borders-boundary-disputes-8,,case,,,https://www.icj-cij.org/case/94,,
instr-territory-borders-boundary-disputes-6,,case,,,https://www.icj-cij.org/case/45,,
instr-territory-borders-boundary-disputes-7,,case,,,https://www.icj-cij.org/node/103120,,
instr-territory-borders-boundary-disputes-11,,case,,,https://www.icj-cij.org/node/102086,,
instr-territory-borders-boundary-disputes-10,,case,,,https://www.icj-cij.org/case/124,,
instr-territory-borders-boundary-disputes-15,,other,,,https://www.un.org/depts/los/convention_agreements/convention_overview_convention.htm,,
