url,domain,source_file,status
https://www.hrw.org/news/2022/01/13/germany-conviction-state-torture-syria,www.hrw.org,docs/wordpress_article_html.html,found
https://ihl-databases.icrc.org/en/customary-ihl/v1,ihl-databases.icrc.org,docs/wordpress_article_html.html,found
https://redress.org/publication/universal-jurisdiction-annual-review-2025/,redress.org,docs/wordpress_article_html.html,found
https://www.un.org/en/genocide-prevention/definition,www.un.org,docs/wordpress_article_html.html,found
"https://www.icc-cpi.int/sites/default/files/2024-05/Rome-Statute-eng.pdf,Jurisdictional",www.icc-cpi.int,data/primary_sources.csv,found
"https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-prevention-and-punishment-crime-genocide,Core",www.ohchr.org,data/primary_sources.csv,found
"https://www.ohchr.org/en/instruments-mechanisms/instruments/convention-against-torture-and-other-cruel-inhuman-or-degrading,Treaty",www.ohchr.org,data/primary_sources.csv,found
"https://www.icj-cij.org/case/121,Leading",www.icj-cij.org,data/primary_sources.csv,found
"https://www.icj-cij.org/case/144,Important",www.icj-cij.org,data/primary_sources.csv,found
"https://www.un.org/en/ga/sixth/,UN",www.un.org,data/primary_sources.csv,found
"https://lapa.princeton.edu/hosteddocs/unive_jur.pdf,Influential",lapa.princeton.edu,data/primary_sources.csv,found
"https://legal.un.org/ilc/,Useful",legal.un.org,data/primary_sources.csv,found
"https://global.oup.com/academic/product/universal-jurisdiction-9780199274260,Major",global.oup.com,data/secondary_sources.csv,found
"https://www.pennpress.org/9780812219500/universal-jurisdiction/,Leading",www.pennpress.org,data/secondary_sources.csv,found
"https://global.oup.com/academic/product/international-criminal-law-9780199203109,General",global.oup.com,data/secondary_sources.csv,found
"https://global.oup.com/academic/product/principles-of-international-criminal-law-9780198826865,Authoritative",global.oup.com,data/secondary_sources.csv,found
"https://www.hrw.org/tag/hissene-habre,Practical",www.hrw.org,data/secondary_sources.csv,found
"https://www.ecchr.eu/en/topic/universal-jurisdiction/,Civil",www.ecchr.eu,data/secondary_sources.csv,found
"https://trialinternational.org/latest-post/universal-jurisdiction-annual-review/,Annual",trialinternational.org,data/secondary_sources.csv,found
"https://www.eurojust.europa.eu/judicial-cooperation/practitioner-networks/genocide-network,European",www.eurojust.europa.eu,data/secondary_sources.csv,found
