article_id,article_title,source_id,source_kind,source_type,title,author_or_institution,year,publisher,url,notes
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",20,primary,report,Immunity of State officials from foreign criminal jurisdiction chapter,International Law Commission,2022,,https://legal.un.org/ilc/reports/2022/english/chp6.pdf,First-reading draft articles and commentaries
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",3,primary,treaty,Vienna Convention on Consular Relations,United Nations,1963,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_2_1963.pdf,Core treaty on consular relations privileges and immunities
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",4,primary,treaty,United Nations Convention on Jurisdictional Immunities of States and Their Property,United Nations,2004,,https://legal.un.org/ilc/texts/instruments/english/conventions/4_1_2004.pdf,General state-immunity convention
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",5,primary,treaty,United Nations Convention on Jurisdictional Immunities of States and Their Property,United Nations Audiovisual Library of International Law,n.d.,,https://legal.un.org/avl/ha/cjistp/cjistp.html,UN AVL summary and materials
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",6,primary,treaty,United Nations Convention on Jurisdictional Immunities of States and Their Property Status,United Nations Treaty Collection,2026,,https://treaties.un.org/pages/ViewDetails.aspx?chapter=3&clang=_en&mtdsg_no=III-13&src=IND,Status page noting not yet in force as of 2026-05-06
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",7,primary,treaty,Convention on the Prevention and Punishment of Crimes against Internationally Protected Persons including Diplomatic Agents,United Nations,1973,,https://legal.un.org/ilc/texts/instruments/english/conventions/9_4_1973.pdf,Protection of internationally protected persons including diplomatic agents
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",8,primary,treaty,Convention on Internationally Protected Persons,United Nations Audiovisual Library of International Law,n.d.,,https://legal.un.org/avl/ha/cppcipp/cppcipp.html,UN AVL summary and materials
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",9,primary,case,United States Diplomatic and Consular Staff in Tehran,International Court of Justice,1980,,https://www.icj-cij.org/case/64,ICJ case page on diplomatic and consular inviolability
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",1,secondary,secondary_source,Immunities of State Officials International Crimes and Foreign Domestic Courts,Akande Dapo and Shah Sangeeta,2011,European Journal of International Law,https://academic.oup.com/ejil/article/21/4/815/418119,Major article on official immunity and international crimes
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",2,secondary,secondary_source,The Law of State Immunity,Fox Hazel and Webb Philippa,2015,Oxford University Press,https://global.oup.com/academic/product/the-law-of-state-immunity-9780198744412,Leading monograph on state immunity
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",3,secondary,secondary_source,Brownlie's Principles of Public International Law,Crawford James,2019,Oxford University Press,https://global.oup.com/academic/product/brownlies-principles-of-public-international-law-9780198737445,General international law reference
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",4,secondary,secondary_source,International Law,Shaw Malcolm N,2021,Cambridge University Press,https://www.cambridge.org/highereducation/books/international-law/2AB3E3A1B863D0F1D9B22F7862B1F0F1,General international law textbook
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",5,secondary,secondary_source,The Convention on the Prevention and Punishment of Crimes against Internationally Protected Persons including Diplomatic Agents,Wood Michael,1974,International and Comparative Law Quarterly,https://www.cambridge.org/core/journals/international-and-comparative-law-quarterly,Background on protected persons convention
state-immunity-diplomatic-immunity-official-functions,"State Immunity, Diplomatic Immunity, and the Legal Protection of Official Functions",6,secondary,secondary_source,United Nations Audiovisual Library of International Law,United Nations,n.d.,United Nations,https://legal.un.org/avl/,Primary and expert international law resources
